Index,Protein Name,Protein Id,Antibody Id,Reliability Verification,Tissue,Organ,Staining Level,Intensity Level,Quantity,locations,URL,Cytoplasm,Golgi Apparatus,Mitochondria,Nucleus,Endoplasmic Reticulum,Plasma Membrane,Vesicles,Cytoskeleton,Nucleoli,Lysosomes
2385,ELF3,ENSG00000163435,HPA003479,supported,Urinary bladder,Kidney & urinary bladder,high,strong,>75%,Nucleus,dataset/HPA-18/Nucleus/10983_A_5_5.jpg,0,0,0,1,0,0,0,0,0,0
725,NMRAL1,ENSG00000153406,HPA041353,uncertain,Prostate,Male tissues,high,strong,>75%,Nucleus,dataset/HPA-18/Nucleus/87128_A_1_5.jpg,0,0,0,1,0,0,0,0,0,0
2463,SUN1,ENSG00000164828,HPA008461,supported,Urinary bladder,Kidney & urinary bladder,high,strong,>75%,Nucleus,dataset/HPA-18/Nucleus/21874_A_4_5.jpg,0,0,0,1,0,0,0,0,0,0
3319,ARID1A,ENSG00000117713,HPA005456,supported,Prostate,Male tissues,medium,moderate,>75%,Nucleus,dataset/HPA-18/Nucleus/19571_A_3_5.jpg,0,0,0,1,0,0,0,0,0,0
1929,LEO1,ENSG00000166477,HPA040741,enhanced,Prostate,Male tissues,medium,moderate,>75%,Nucleus,dataset/HPA-18/Nucleus/87470_A_2_5.jpg,0,0,0,1,0,0,0,0,0,0
2233,NOP53,ENSG00000105373,HPA018999,approved,Urinary bladder,Kidney & urinary bladder,medium,moderate,>75%,Nucleus,dataset/HPA-18/Nucleus/44516_A_5_5.jpg,0,0,0,1,0,0,0,0,0,0
4234,DNAJB2,ENSG00000135924,HPA036268,approved,Urinary bladder,Kidney & urinary bladder,medium,moderate,>75%,Nucleus,dataset/HPA-18/Nucleus/75552_A_6_5.jpg,0,0,0,1,0,0,0,0,0,0
1297,ALKBH2,ENSG00000189046,CAB011198,approved,Liver,Liver & gallbladder,medium;medium,moderate;moderate,>75%;>75%,Nucleus,dataset/HPA-18/Nucleus/28944_A_8_4.jpg,0,0,0,1,0,0,0,0,0,0
868,EMD,ENSG00000102119,CAB002029,supported,Prostate,Male tissues,high,strong,>75%,Nucleus,dataset/HPA-18/Nucleus/5624_A_3_5.jpg,0,0,0,1,0,0,0,0,0,0
3501,PPP4R2,ENSG00000163605,HPA034695,approved,Urinary bladder,Kidney & urinary bladder,high,strong,>75%,Nucleus,dataset/HPA-18/Nucleus/75860_A_5_5.jpg,0,0,0,1,0,0,0,0,0,0
849,MEF2D,ENSG00000116604,HPA007114,supported,Liver,Liver & gallbladder,medium;low,moderate;moderate,>75%;<25%,Nucleus,dataset/HPA-18/Nucleus/18626_A_9_4.jpg,0,0,0,1,0,0,0,0,0,0
2970,ARID1A,ENSG00000117713,CAB016334,supported,Breast,Female tissues,medium;high;high,moderate;strong;strong,>75%;>75%;>75%,Nucleus,dataset/HPA-18/Nucleus/35771_B_1_4.jpg,0,0,0,1,0,0,0,0,0,0
2354,KPNA4,ENSG00000186432,HPA045500,supported,Urinary bladder,Kidney & urinary bladder,medium,moderate,>75%,Nucleus,dataset/HPA-18/Nucleus/106759_A_4_5.jpg,0,0,0,1,0,0,0,0,0,0
1779,KIF23,ENSG00000137807,CAB010414,uncertain,Breast,Female tissues,high;high;high,strong;strong;strong,>75%;>75%;>75%,Nucleus,dataset/HPA-18/Nucleus/31091_B_1_4.jpg,0,0,0,1,0,0,0,0,0,0
819,INTS6,ENSG00000102786,HPA001846,supported,Urinary bladder,Kidney & urinary bladder,medium,moderate,>75%,Nucleus,dataset/HPA-18/Nucleus/5823_A_5_5.jpg,0,0,0,1,0,0,0,0,0,0
1566,UBA1,ENSG00000130985,CAB073410,approved,Urinary bladder,Kidney & urinary bladder,medium,moderate,>75%,Nucleus,dataset/HPA-18/Nucleus/153526_A_4_5.jpg,0,0,0,1,0,0,0,0,0,0
1705,NONO,ENSG00000147140,HPA054559,supported,Prostate,Male tissues,high,strong,>75%,Nucleus,dataset/HPA-18/Nucleus/139379_A_1_5.jpg,0,0,0,1,0,0,0,0,0,0
2487,FAM222B,ENSG00000173065,HPA051840,approved,Prostate,Male tissues,medium,moderate,>75%,Nucleus,dataset/HPA-18/Nucleus/119174_A_3_5.jpg,0,0,0,1,0,0,0,0,0,0
1047,LUC7L3,ENSG00000108848,HPA018484,supported,Prostate,Male tissues,medium,moderate,>75%,Nucleus,dataset/HPA-18/Nucleus/44623_A_1_5.jpg,0,0,0,1,0,0,0,0,0,0
1765,H3-3B,ENSG00000132475,CAB037221,supported,Urinary bladder,Kidney & urinary bladder,high,strong,>75%,Nucleus,dataset/HPA-18/Nucleus/71346_A_5_5.jpg,0,0,0,1,0,0,0,0,0,0
1003,SNRNP70,ENSG00000104852,HPA042050,supported,Breast,Female tissues,high;high;high,strong;strong;strong,>75%;>75%;>75%,Nucleus,dataset/HPA-18/Nucleus/91213_B_2_4.jpg,0,0,0,1,0,0,0,0,0,0
4262,CHAMP1,ENSG00000198824,HPA008900,supported,Urinary bladder,Kidney & urinary bladder,high,strong,>75%,Nucleus,dataset/HPA-18/Nucleus/23948_A_5_5.jpg,0,0,0,1,0,0,0,0,0,0
1279,HDGF,ENSG00000143321,CAB026035,supported,Urinary bladder,Kidney & urinary bladder,high,strong,>75%,Nucleus,dataset/HPA-18/Nucleus/55097_A_4_5.jpg,0,0,0,1,0,0,0,0,0,0
2367,NPM1,ENSG00000181163,HPA011384,supported,Breast,Female tissues,high;high;high,strong;strong;strong,>75%;>75%;>75%,Nucleus,dataset/HPA-18/Nucleus/28259_B_3_4.jpg,0,0,0,1,0,0,0,0,0,0
2247,NPM1,ENSG00000181163,HPA011384,supported,Liver,Liver & gallbladder,high;high,strong;strong,>75%;>75%,Nucleus,dataset/HPA-18/Nucleus/28259_A_7_4.jpg,0,0,0,1,0,0,0,0,0,0
4068,HBP1,ENSG00000105856,CAB032824,approved,Liver,Liver & gallbladder,medium;medium,moderate;moderate,>75%;>75%,Nucleus,dataset/HPA-18/Nucleus/66583_A_9_4.jpg,0,0,0,1,0,0,0,0,0,0
1275,NUMA1,ENSG00000137497,HPA019841,enhanced,Prostate,Male tissues,high,strong,>75%,Nucleus,dataset/HPA-18/Nucleus/45499_A_1_5.jpg,0,0,0,1,0,0,0,0,0,0
299,XRCC5,ENSG00000079246,CAB004468,supported,Prostate,Male tissues,high,strong,>75%,Nucleus,dataset/HPA-18/Nucleus/11773_A_2_5.jpg,0,0,0,1,0,0,0,0,0,0
3134,SUMO3,ENSG00000184900,CAB012180,supported,Breast,Female tissues,medium;medium;low,moderate;moderate;weak,>75%;>75%;>75%,Nucleus,dataset/HPA-18/Nucleus/32752_B_2_4.jpg,0,0,0,1,0,0,0,0,0,0
1309,RBM15,ENSG00000162775,HPA019824,supported,Urinary bladder,Kidney & urinary bladder,medium,moderate,>75%,Nucleus,dataset/HPA-18/Nucleus/46384_A_4_5.jpg,0,0,0,1,0,0,0,0,0,0
1562,RNF20,ENSG00000155827,CAB012478,supported,Urinary bladder,Kidney & urinary bladder,medium,moderate,>75%,Nucleus,dataset/HPA-18/Nucleus/27446_A_6_5.jpg,0,0,0,1,0,0,0,0,0,0
4140,CWC27,ENSG00000153015,HPA024149,approved,Prostate,Male tissues,medium,moderate,>75%,Nucleus,dataset/HPA-18/Nucleus/53302_A_1_5.jpg,0,0,0,1,0,0,0,0,0,0
562,CREB1,ENSG00000118260,HPA019150,supported,Urinary bladder,Kidney & urinary bladder,high,strong,>75%,Nucleus,dataset/HPA-18/Nucleus/44743_A_4_5.jpg,0,0,0,1,0,0,0,0,0,0
948,CPLANE2,ENSG00000132881,HPA028453,approved,Prostate,Male tissues,medium,moderate,>75%,Nucleus,dataset/HPA-18/Nucleus/61653_A_1_5.jpg,0,0,0,1,0,0,0,0,0,0
4307,CCDC174,ENSG00000154781,HPA043468,approved,Urinary bladder,Kidney & urinary bladder,medium,moderate,>75%,Nucleus,dataset/HPA-18/Nucleus/94916_A_6_5.jpg,0,0,0,1,0,0,0,0,0,0
3192,DDX42,ENSG00000198231,HPA025941,approved,Prostate,Male tissues,high,strong,>75%,Nucleus,dataset/HPA-18/Nucleus/56907_A_2_5.jpg,0,0,0,1,0,0,0,0,0,0
3173,GTF2I,ENSG00000263001,CAB004595,supported,Breast,Female tissues,high;high;high,strong;strong;strong,>75%;>75%;>75%,Nucleus,dataset/HPA-18/Nucleus/11643_B_2_4.jpg,0,0,0,1,0,0,0,0,0,0
456,RFXANK,ENSG00000064490,HPA049157,approved,Urinary bladder,Kidney & urinary bladder,medium,moderate,>75%,Nucleus,dataset/HPA-18/Nucleus/111833_A_4_5.jpg,0,0,0,1,0,0,0,0,0,0
3504,CHTOP,ENSG00000160679,HPA028647,approved,Liver,Liver & gallbladder,medium;medium,moderate;moderate,>75%;>75%,Nucleus,dataset/HPA-18/Nucleus/60195_A_7_4.jpg,0,0,0,1,0,0,0,0,0,0
883,ATN1,ENSG00000111676,HPA031619,enhanced,Urinary bladder,Kidney & urinary bladder,high,strong,>75%,Nucleus,dataset/HPA-18/Nucleus/65638_A_4_5.jpg,0,0,0,1,0,0,0,0,0,0
4295,TOP2B,ENSG00000077097,HPA024120,supported,Prostate,Male tissues,medium,moderate,>75%,Nucleus,dataset/HPA-18/Nucleus/52622_A_1_5.jpg,0,0,0,1,0,0,0,0,0,0
3624,NONO,ENSG00000147140,HPA054559,supported,Urinary bladder,Kidney & urinary bladder,high,strong,>75%,Nucleus,dataset/HPA-18/Nucleus/139379_A_5_5.jpg,0,0,0,1,0,0,0,0,0,0
4485,RSRC2,ENSG00000111011,HPA040070,approved,Prostate,Male tissues,high,strong,>75%,Nucleus,dataset/HPA-18/Nucleus/85003_A_1_5.jpg,0,0,0,1,0,0,0,0,0,0
950,HNRNPK,ENSG00000165119,HPA007644,supported,Liver,Liver & gallbladder,medium;low,moderate;moderate,>75%;<25%,Nucleus,dataset/HPA-18/Nucleus/23078_A_7_4.jpg,0,0,0,1,0,0,0,0,0,0
4301,PSMA1,ENSG00000129084,HPA043891,supported,Urinary bladder,Kidney & urinary bladder,medium,moderate,>75%,Nucleus,dataset/HPA-18/Nucleus/112075_A_5_5.jpg,0,0,0,1,0,0,0,0,0,0
2331,LUC7L3,ENSG00000108848,HPA020017,supported,Prostate,Male tissues,high,strong,>75%,Nucleus,dataset/HPA-18/Nucleus/45835_A_1_5.jpg,0,0,0,1,0,0,0,0,0,0
3533,PAPOLA,ENSG00000090060,HPA001788,supported,Prostate,Male tissues,medium,moderate,>75%,Nucleus,dataset/HPA-18/Nucleus/5601_A_2_5.jpg,0,0,0,1,0,0,0,0,0,0
2102,XRCC6,ENSG00000196419,CAB004254,supported,Urinary bladder,Kidney & urinary bladder,high,strong,>75%,Nucleus,dataset/HPA-18/Nucleus/12635_A_6_5.jpg,0,0,0,1,0,0,0,0,0,0
2349,DCAF1,ENSG00000145041,HPA036142,approved,Urinary bladder,Kidney & urinary bladder,medium,moderate,>75%,Nucleus,dataset/HPA-18/Nucleus/73417_A_5_5.jpg,0,0,0,1,0,0,0,0,0,0
4334,RAD21,ENSG00000164754,HPA020044,supported,Urinary bladder,Kidney & urinary bladder,high,strong,>75%,Nucleus,dataset/HPA-18/Nucleus/46709_A_4_5.jpg,0,0,0,1,0,0,0,0,0,0
3834,ARID1A,ENSG00000117713,HPA005456,supported,Prostate,Male tissues,medium,moderate,>75%,Nucleus,dataset/HPA-18/Nucleus/19571_A_1_5.jpg,0,0,0,1,0,0,0,0,0,0
971,ADPRS,ENSG00000116863,HPA027141,approved,Liver,Liver & gallbladder,medium;not detected,moderate;weak,>75%;<25%,Nucleus,dataset/HPA-18/Nucleus/58676_A_7_4.jpg,0,0,0,1,0,0,0,0,0,0
3891,NELFB,ENSG00000188986,HPA020259,supported,Breast,Female tissues,medium;high;medium,moderate;strong;moderate,>75%;>75%;>75%,Nucleus,dataset/HPA-18/Nucleus/46091_B_1_4.jpg,0,0,0,1,0,0,0,0,0,0
1526,BUB3,ENSG00000154473,CAB037075,supported,Prostate,Male tissues,high,strong,>75%,Nucleus,dataset/HPA-18/Nucleus/84374_A_2_5.jpg,0,0,0,1,0,0,0,0,0,0
3711,MYC,ENSG00000136997,CAB010307,approved,Urinary bladder,Kidney & urinary bladder,medium,moderate,>75%,Nucleus,dataset/HPA-18/Nucleus/30810_A_5_5.jpg,0,0,0,1,0,0,0,0,0,0
3353,PQBP1,ENSG00000102103,HPA001880,supported,Breast,Female tissues,high;high;high,strong;strong;strong,>75%;>75%;>75%,Nucleus,dataset/HPA-18/Nucleus/7218_B_3_4.jpg,0,0,0,1,0,0,0,0,0,0
1743,SMARCC2,ENSG00000139613,CAB004321,supported,Urinary bladder,Kidney & urinary bladder,high,strong,>75%,Nucleus,dataset/HPA-18/Nucleus/11623_A_5_5.jpg,0,0,0,1,0,0,0,0,0,0
1054,MBNL1,ENSG00000152601,HPA035098,supported,Urinary bladder,Kidney & urinary bladder,medium,moderate,>75%,Nucleus,dataset/HPA-18/Nucleus/134119_A_4_5.jpg,0,0,0,1,0,0,0,0,0,0
2726,H3-3B,ENSG00000132475,CAB037221,supported,Liver,Liver & gallbladder,high;medium,strong;moderate,>75%;>75%,Nucleus,dataset/HPA-18/Nucleus/71346_A_8_4.jpg,0,0,0,1,0,0,0,0,0,0
4497,HNRNPUL2,ENSG00000214753,HPA041632,supported,Breast,Female tissues,medium;medium;medium,moderate;moderate;moderate,>75%;>75%;>75%,Nucleus,dataset/HPA-18/Nucleus/88302_B_3_4.jpg,0,0,0,1,0,0,0,0,0,0
4323,CHAMP1,ENSG00000198824,HPA006623,enhanced,Liver,Liver & gallbladder,high;medium,strong;moderate,>75%;75%-25%,Nucleus,dataset/HPA-18/Nucleus/19342_A_8_4.jpg,0,0,0,1,0,0,0,0,0,0
4254,FUS,ENSG00000089280,HPA008784,supported,Breast,Female tissues,high;high;high,strong;strong;strong,>75%;>75%;>75%,Nucleus,dataset/HPA-18/Nucleus/22362_B_2_4.jpg,0,0,0,1,0,0,0,0,0,0
4439,PLEKHA1,ENSG00000107679,HPA002043,approved,Urinary bladder,Kidney & urinary bladder,medium,moderate,>75%,Nucleus,dataset/HPA-18/Nucleus/18020_A_5_5.jpg,0,0,0,1,0,0,0,0,0,0
4239,SAFB,ENSG00000160633,CAB001969,supported,Prostate,Male tissues,high,strong,>75%,Nucleus,dataset/HPA-18/Nucleus/5196_A_3_5.jpg,0,0,0,1,0,0,0,0,0,0
2895,UBTF,ENSG00000108312,CAB004611,supported,Liver,Liver & gallbladder,medium;medium,moderate;moderate,>75%;>75%,Nucleus,dataset/HPA-18/Nucleus/12237_A_8_4.jpg,0,0,0,1,0,0,0,0,0,0
1905,SNRPA,ENSG00000077312,CAB004652,supported,Prostate,Male tissues,high,strong,>75%,Nucleus,dataset/HPA-18/Nucleus/15432_A_1_5.jpg,0,0,0,1,0,0,0,0,0,0
4594,BYSL,ENSG00000112578,HPA031217,enhanced,Prostate,Male tissues,medium,moderate,>75%,Nucleus,dataset/HPA-18/Nucleus/67257_A_2_5.jpg,0,0,0,1,0,0,0,0,0,0
2905,SMARCC2,ENSG00000139613,CAB004321,supported,Liver,Liver & gallbladder,high;high,strong;strong,>75%;>75%,Nucleus,dataset/HPA-18/Nucleus/11623_A_7_4.jpg,0,0,0,1,0,0,0,0,0,0
4402,POM121,ENSG00000196313,HPA043809,approved,Urinary bladder,Kidney & urinary bladder,high,strong,>75%,Nucleus,dataset/HPA-18/Nucleus/104090_A_5_5.jpg,0,0,0,1,0,0,0,0,0,0
3477,TOPBP1,ENSG00000163781,CAB022451,approved,Urinary bladder,Kidney & urinary bladder,high,strong,>75%,Nucleus,dataset/HPA-18/Nucleus/50032_A_4_5.jpg,0,0,0,1,0,0,0,0,0,0
4493,C1D,ENSG00000197223,HPA037588,approved,Urinary bladder,Kidney & urinary bladder,high,strong,>75%,Nucleus,dataset/HPA-18/Nucleus/83231_A_6_5.jpg,0,0,0,1,0,0,0,0,0,0
4203,ANP32B,ENSG00000136938,HPA067561,supported,Prostate,Male tissues,high,strong,>75%,Nucleus,dataset/HPA-18/Nucleus/154718_A_1_5.jpg,0,0,0,1,0,0,0,0,0,0
899,NONO,ENSG00000147140,CAB022069,supported,Prostate,Male tissues,high,strong,>75%,Nucleus,dataset/HPA-18/Nucleus/49570_A_3_5.jpg,0,0,0,1,0,0,0,0,0,0
3485,MIER1,ENSG00000198160,HPA019589,enhanced,Urinary bladder,Kidney & urinary bladder,high,strong,>75%,Nucleus,dataset/HPA-18/Nucleus/45375_A_5_5.jpg,0,0,0,1,0,0,0,0,0,0
4296,SAP30BP,ENSG00000161526,HPA052943,supported,Urinary bladder,Kidney & urinary bladder,high,strong,>75%,Nucleus,dataset/HPA-18/Nucleus/147153_A_6_5.jpg,0,0,0,1,0,0,0,0,0,0
1762,ZBTB11,ENSG00000066422,HPA024138,approved,Breast,Female tissues,medium;medium;low,moderate;moderate;weak,>75%;>75%;>75%,Nucleus,dataset/HPA-18/Nucleus/54644_B_3_4.jpg,0,0,0,1,0,0,0,0,0,0
1253,FAM193B,ENSG00000146067,HPA035848,approved,Breast,Female tissues,high;high;high,strong;strong;strong,>75%;>75%;>75%,Nucleus,dataset/HPA-18/Nucleus/70801_B_1_4.jpg,0,0,0,1,0,0,0,0,0,0
4532,BUB3,ENSG00000154473,HPA003601,supported,Breast,Female tissues,medium,moderate,>75%,Nucleus,dataset/HPA-18/Nucleus/11198_B_2_4.jpg,0,0,0,1,0,0,0,0,0,0
4113,ERCC3,ENSG00000163161,CAB037153,approved,Prostate,Male tissues,medium,moderate,>75%,Nucleus,dataset/HPA-18/Nucleus/78902_A_2_5.jpg,0,0,0,1,0,0,0,0,0,0
4585,RCOR1,ENSG00000089902,CAB001956,supported,Liver,Liver & gallbladder,medium;low,moderate;weak,>75%;75%-25%,Nucleus,dataset/HPA-18/Nucleus/5282_A_7_4.jpg,0,0,0,1,0,0,0,0,0,0
1919,NOP16,ENSG00000048162,HPA036506,approved,Urinary bladder,Kidney & urinary bladder,medium,moderate,>75%,Nucleus,dataset/HPA-18/Nucleus/73594_A_5_5.jpg,0,0,0,1,0,0,0,0,0,0
4494,PHF5A,ENSG00000100410,HPA028885,supported,Urinary bladder,Kidney & urinary bladder,high,strong,>75%,Nucleus,dataset/HPA-18/Nucleus/64995_A_6_5.jpg,0,0,0,1,0,0,0,0,0,0
2449,SURF6,ENSG00000148296,HPA023608,approved,Prostate,Male tissues,medium,moderate,>75%,Nucleus,dataset/HPA-18/Nucleus/52386_A_3_5.jpg,0,0,0,1,0,0,0,0,0,0
3120,NOP58,ENSG00000055044,HPA021062,supported,Urinary bladder,Kidney & urinary bladder,medium,moderate,>75%,Nucleus,dataset/HPA-18/Nucleus/47574_A_6_5.jpg,0,0,0,1,0,0,0,0,0,0
2096,RAD50,ENSG00000113522,CAB024979,supported,Breast,Female tissues,medium;high;high,moderate;strong;strong,>75%;>75%;>75%,Nucleus,dataset/HPA-18/Nucleus/55339_B_2_4.jpg,0,0,0,1,0,0,0,0,0,0
2371,HNRNPH2,ENSG00000126945,HPA016884,supported,Breast,Female tissues,medium;high;medium,moderate;strong;moderate,>75%;75%-25%;>75%,Nucleus,dataset/HPA-18/Nucleus/37354_B_3_4.jpg,0,0,0,1,0,0,0,0,0,0
4423,CENPB,ENSG00000125817,CAB011626,approved,Urinary bladder,Kidney & urinary bladder,medium,moderate,>75%,Nucleus,dataset/HPA-18/Nucleus/27766_A_4_5.jpg,0,0,0,1,0,0,0,0,0,0
3142,EXOSC9,ENSG00000123737,CAB070171,approved,Prostate,Male tissues,medium,moderate,>75%,Nucleus,dataset/HPA-18/Nucleus/151533_A_3_5.jpg,0,0,0,1,0,0,0,0,0,0
3895,HDGF,ENSG00000143321,HPA048728,supported,Breast,Female tissues,high;high;high,strong;strong;strong,>75%;>75%;>75%,Nucleus,dataset/HPA-18/Nucleus/138401_B_1_4.jpg,0,0,0,1,0,0,0,0,0,0
1888,ILF2,ENSG00000143621,HPA007484,supported,Urinary bladder,Kidney & urinary bladder,high,strong,>75%,Nucleus,dataset/HPA-18/Nucleus/20911_A_5_5.jpg,0,0,0,1,0,0,0,0,0,0
878,KDM3B,ENSG00000120733,HPA016610,supported,Breast,Female tissues,high;high;high,strong;strong;strong,>75%;>75%;>75%,Nucleus,dataset/HPA-18/Nucleus/37286_B_1_4.jpg,0,0,0,1,0,0,0,0,0,0
4164,SF3A3,ENSG00000183431,HPA032054,supported,Prostate,Male tissues,high,strong,>75%,Nucleus,dataset/HPA-18/Nucleus/70658_A_3_5.jpg,0,0,0,1,0,0,0,0,0,0
4133,MGMT,ENSG00000170430,CAB002786,supported,Urinary bladder,Kidney & urinary bladder,high,strong,>75%,Nucleus,dataset/HPA-18/Nucleus/6782_A_6_5.jpg,0,0,0,1,0,0,0,0,0,0
4121,NFX1,ENSG00000086102,HPA073519,approved,Breast,Female tissues,high;high;high,strong;strong;strong,>75%;>75%;>75%,Nucleus,dataset/HPA-18/Nucleus/159664_B_3_4.jpg,0,0,0,1,0,0,0,0,0,0
3303,ANP32B,ENSG00000136938,HPA067561,supported,Urinary bladder,Kidney & urinary bladder,high,strong,>75%,Nucleus,dataset/HPA-18/Nucleus/154718_A_6_5.jpg,0,0,0,1,0,0,0,0,0,0
604,ZCCHC8,ENSG00000033030,HPA037483,supported,Prostate,Male tissues,medium,moderate,>75%,Nucleus,dataset/HPA-18/Nucleus/78915_A_2_5.jpg,0,0,0,1,0,0,0,0,0,0
2010,PTPN2,ENSG00000175354,HPA015004,enhanced,Prostate,Male tissues,medium,moderate,>75%,Nucleus,dataset/HPA-18/Nucleus/128829_A_1_5.jpg,0,0,0,1,0,0,0,0,0,0
3887,PSMA1,ENSG00000129084,HPA037646,supported,Liver,Liver & gallbladder,medium;high,moderate;strong,>75%;>75%,Nucleus,dataset/HPA-18/Nucleus/78642_A_9_4.jpg,0,0,0,1,0,0,0,0,0,0
4416,GATAD2B,ENSG00000143614,HPA017015,approved,Prostate,Male tissues,medium,moderate,>75%,Nucleus,dataset/HPA-18/Nucleus/38526_A_1_5.jpg,0,0,0,1,0,0,0,0,0,0
2823,PDS5A,ENSG00000121892,HPA036661,enhanced,Urinary bladder,Kidney & urinary bladder,medium,moderate,>75%,Nucleus,dataset/HPA-18/Nucleus/77015_A_5_5.jpg,0,0,0,1,0,0,0,0,0,0
3280,GTF2F1,ENSG00000125651,HPA022793,supported,Prostate,Male tissues,medium,moderate,>75%,Nucleus,dataset/HPA-18/Nucleus/50357_A_2_5.jpg,0,0,0,1,0,0,0,0,0,0
496,CLOCK,ENSG00000134852,HPA001867,supported,Urinary bladder,Kidney & urinary bladder,medium,moderate,>75%,Nucleus,dataset/HPA-18/Nucleus/7540_A_4_5.jpg,0,0,0,1,0,0,0,0,0,0
1302,KHDRBS1,ENSG00000121774,CAB005355,supported,Breast,Female tissues,high;high;high,strong;strong;strong,>75%;>75%;>75%,Nucleus,dataset/HPA-18/Nucleus/14091_B_3_4.jpg,0,0,0,1,0,0,0,0,0,0
638,ISY1,ENSG00000240682,HPA006312,supported,Breast,Female tissues,medium;high;medium,moderate;strong;moderate,>75%;>75%;>75%,Nucleus,dataset/HPA-18/Nucleus/17199_B_1_4.jpg,0,0,0,1,0,0,0,0,0,0
3290,GNL3,ENSG00000163938,HPA036743,supported,Prostate,Male tissues,medium,moderate,>75%,Nucleus,dataset/HPA-18/Nucleus/124399_A_2_5.jpg,0,0,0,1,0,0,0,0,0,0
2280,PML,ENSG00000140464,CAB016304,supported,Urinary bladder,Kidney & urinary bladder,high,strong,>75%,Nucleus,dataset/HPA-18/Nucleus/35718_A_6_5.jpg,0,0,0,1,0,0,0,0,0,0
3396,HBP1,ENSG00000105856,CAB032824,approved,Prostate,Male tissues,medium,moderate,>75%,Nucleus,dataset/HPA-18/Nucleus/66583_A_2_5.jpg,0,0,0,1,0,0,0,0,0,0
1980,CREBBP,ENSG00000005339,CAB004212,supported,Breast,Female tissues,medium;high;high,moderate;strong;strong,>75%;>75%;>75%,Nucleus,dataset/HPA-18/Nucleus/12141_B_2_4.jpg,0,0,0,1,0,0,0,0,0,0
4314,PSMA1,ENSG00000129084,HPA043891,supported,Prostate,Male tissues,medium,moderate,>75%,Nucleus,dataset/HPA-18/Nucleus/112075_A_1_5.jpg,0,0,0,1,0,0,0,0,0,0
1032,GTF2E1,ENSG00000153767,CAB009884,supported,Urinary bladder,Kidney & urinary bladder,high,strong,>75%,Nucleus,dataset/HPA-18/Nucleus/32849_A_6_5.jpg,0,0,0,1,0,0,0,0,0,0
4232,SNW1,ENSG00000100603,HPA002457,supported,Liver,Liver & gallbladder,high;medium,strong;moderate,>75%;>75%,Nucleus,dataset/HPA-18/Nucleus/7297_A_8_4.jpg,0,0,0,1,0,0,0,0,0,0
3096,THOC3,ENSG00000051596,HPA044009,approved,Urinary bladder,Kidney & urinary bladder,high,strong,>75%,Nucleus,dataset/HPA-18/Nucleus/101770_A_5_5.jpg,0,0,0,1,0,0,0,0,0,0
384,E2F1,ENSG00000101412,CAB000329,enhanced,Breast,Female tissues,medium;high;low,moderate;strong;weak,>75%;75%-25%;>75%,Nucleus,dataset/HPA-18/Nucleus/28794_B_2_4.jpg,0,0,0,1,0,0,0,0,0,0
4146,CSTF2T,ENSG00000177613,HPA062021,approved,Breast,Female tissues,high;high;high,strong;strong;strong,>75%;>75%;>75%,Nucleus,dataset/HPA-18/Nucleus/157054_B_1_4.jpg,0,0,0,1,0,0,0,0,0,0
4562,TAF15,ENSG00000270647,HPA052059,supported,Prostate,Male tissues,medium,moderate,>75%,Nucleus,dataset/HPA-18/Nucleus/116930_A_2_5.jpg,0,0,0,1,0,0,0,0,0,0
1620,KNL1,ENSG00000137812,HPA026624,enhanced,Urinary bladder,Kidney & urinary bladder,medium,moderate,>75%,Nucleus,dataset/HPA-18/Nucleus/56300_A_5_5.jpg,0,0,0,1,0,0,0,0,0,0
3700,HNRNPUL1,ENSG00000105323,HPA049475,supported,Urinary bladder,Kidney & urinary bladder,medium,moderate,>75%,Nucleus,dataset/HPA-18/Nucleus/114520_A_5_5.jpg,0,0,0,1,0,0,0,0,0,0
2411,ERCC3,ENSG00000163161,CAB037153,approved,Urinary bladder,Kidney & urinary bladder,high,strong,>75%,Nucleus,dataset/HPA-18/Nucleus/78902_A_4_5.jpg,0,0,0,1,0,0,0,0,0,0
4574,WBP11,ENSG00000084463,HPA040037,approved,Breast,Female tissues,medium;high;high,moderate;strong;strong,>75%;75%-25%;75%-25%,Nucleus,dataset/HPA-18/Nucleus/96649_B_3_4.jpg,0,0,0,1,0,0,0,0,0,0
1277,RPA1,ENSG00000132383,HPA006914,supported,Liver,Liver & gallbladder,medium;low,moderate;moderate,>75%;<25%,Nucleus,dataset/HPA-18/Nucleus/19155_A_7_4.jpg,0,0,0,1,0,0,0,0,0,0
1619,PRPF4,ENSG00000136875,HPA022248,supported,Prostate,Male tissues,medium,moderate,>75%,Nucleus,dataset/HPA-18/Nucleus/49654_A_3_5.jpg,0,0,0,1,0,0,0,0,0,0
3370,APTX,ENSG00000137074,HPA064930,supported,Prostate,Male tissues,medium,moderate,>75%,Nucleus,dataset/HPA-18/Nucleus/150529_A_3_5.jpg,0,0,0,1,0,0,0,0,0,0
1241,CARM1,ENSG00000142453,CAB032961,supported,Prostate,Male tissues,medium,moderate,>75%,Nucleus,dataset/HPA-18/Nucleus/77245_A_3_5.jpg,0,0,0,1,0,0,0,0,0,0
3441,HDGF,ENSG00000143321,CAB026035,supported,Liver,Liver & gallbladder,medium;high,moderate;strong,>75%;75%-25%,Nucleus,dataset/HPA-18/Nucleus/55097_A_9_4.jpg,0,0,0,1,0,0,0,0,0,0
